game_id,transcript,result,player_one,player_two,player_one_time,player_two_time,player_one_score,player_two_score,primary_player,primary_player_score,primary_player_illegal_moves,primary_player_legal_moves,primary_player_timeout,primary_player_resignation,primary_player_failed_to_find_legal_move,player_one_illegal_moves,player_two_illegal_moves,player_one_legal_moves,player_two_legal_moves,player_one_resignation,player_two_resignation,player_one_failed_to_find_legal_move,player_two_failed_to_find_legal_move,game_title,number_of_moves,time_taken,total_moves,illegal_moves
1766455049-9278,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 h6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Be3 g6 7. Be2 Bg7 8. O-O O-O 9. Qd2 Kh7 10. f4 d6 11. Rad1 Ng4 12. Bxg4 Bxg4 13. Nxc6 bxc6 14. Rde1 Rb8 15. b3 Bc8 16. Bd4 e5 17. fxe5 dxe5 18. Be3 Qxd2 19. Bxd2 f5 20. exf5 Bxf5 21. Ne4 c5 22. Bc3 Rbd8 23. Nxc5 Rc8 24. b4 Rfe8 25. Re3 a5 26. a3 h5 27. Rfe1 Kg8 28. Bxe5 Bh6 29. R3e2 Bf8 30. Nd3 Bxd3 31. cxd3 Red8 32. d4 axb4 33. axb4 Bxb4 34. Rb1 Bd6 35. Bxd6 Rxd6 36. Rd2 Rf8 37. Rbd1 Rf5 38. h3 Rdf6 39. d5 Rd6 40. Kh2 g5 41. Kg3 Kg7 42. h4 Kf6 43. hxg5+ Kg6 44. Kh4 Re5 45. g4 hxg4 46. Kxg4 Rd8 47. Kf4 Rxg5 48. d6 Rf8+ 49. Ke4 Re8+ 50. Kd4 Kf6 51. Kc4 Rc8+ 52. Kb4 Rb8+ 53. Ka4 Rd8 54. d7 Rc5 55. Rd6+ Ke7 56. R6d5 Ra8+ 57. Kb4 Rxd5 58. Rxd5 Rh8 59. Kc5 Kd8 60. Kc6 Rf8 61. Re5 Rf6+ 62. Kd5 Ra6 63. Re8+ Kxd7 64. Re5 Ra5+ 65. Ke4 Ra1 66. Rd5+ Ke6 67. Re5+ Kd7 68. Rd5+ Ke6 69. Re5+ Kd6 70. Rd5+ Kc6 71. Re5 Re1+ 72. Kf5 Rd1 73. Re6+ Kd7 74. Re5 Rh1 75. Rd5+ Kc6 76. Re5 Kd6 77. Re6+ Kc5 78. Re5+ Kc6 79. Re6+ Kd5 80. Re5+ Kc6 81. Re6+ Kc5 82. Re5+ Kd6 83. Re6+ Kc5 84. Re5+ Kd6 85. Re6+ Kd7 86. Re5 Ra1 87. Rd5+ Ke7 88. Re5+ Kd8 89. Rd5+ Kc8 90. Rc5+ Kb8",,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,-10000000000.0,-10000000000.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),-10000000000.0,0,90,False,False,False,0,0,90,90,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,91,1150.8425109386444,90,0
1766500221-8421,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 d5 2. exd5 c6 3. dxc6 Nxc6 4. Nf3 Nf6 5. Bb5 Qd6 6. O-O a6 7. Ba4 e6 8. d4 b5 9. Bb3 Bb7 10. c3 Qc7 11. Bg5 h6 12. Bh4 Na5 13. Bg3 Bd6 14. Bxd6 Qxd6 15. Bc2 Rc8 16. Nbd2 b4 17. cxb4 Qxb4 18. Nb3 O-O 19. Nxa5 Bxf3 20. Qxf3 Rxc2 21. Nb3 Rxb2 22. Rfb1 Rxb1+ 23. Rxb1 a5 24. Qd3 Nd7 25. h3 Rd8 26. Qd2 Qxd2 27. Nxd2 Ne5 28. Nb3 Nd3 29. Nxa5 Rxd4 30. Rb8+ Kh7 31. Nc6 Ra4 32. Rb7 f6 33. Nd8 Nf4 34. g3 Ra8 35. Nxe6 Nxe6 36. Rb2 Nd4 37. Kg2 h5 38. Rd2 Ne6 39. Rd6 Nc7 40. Rd2 Kg6 41. Rc2 Nd5 42. Rd2 Nb6 43. Rb2 Nd5 44. Rd2 Ra5 45. Rb2 Nc3 46. Rc2 Nxa2 47. Rc7 Ra3 48. Rc2 Ra5 49. Rb2 Nc3 50. Rc2 Ra3 51. Rb2 Kh6 52. Rc2 h4 53. gxh4 f5 54. Rd2 Ra8 55. Rd6+ Kh7 56. Rd7 Ra2 57. Rd3 Rc2 58. Rf3 Nd5 59. Rxf5 Ne3+ 60. Kf3 Nxf5 61. Kg4 Nxh4 62. Kxh4 Kh6 63. Kg3 Kh5 64. f3 Rc4 65. h4 Ra4 66. Kh3 Rxh4+ 67. Kg3 Rc4 68. Kf2 Kg5 69. Kg3 Rh4 70. Kf2 Kf4 71. Kg2 g5 72. Kf2 Rh3 73. Kg2 Rh5 74. Kf2 Rh7 75. Kg2 Ra7 76. Kf2 Ra3 77. Kg2 Ra8 78. Kf2 Ra2+ 79. Kg1 Rd2 80. Kf1 Ra2 81. Kg1 Kg3 82. Kf1 Rd2 83. Ke1 Kxf3 84. Kxd2 Kf2 85. Kd3 Kg2 86. Ke4 Kg3 87. Kf5 g4 88. Kg5 Kf3 89. Kh4 g3 90. Kh3 Kf2",,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,-10000000000.0,-10000000000.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),-10000000000.0,0,90,False,False,False,0,0,90,90,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,91,1040.5554029941559,90,0
1766500272-1650,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. d3 d5 2. e4 dxe4 3. Nd2 exd3 4. Bxd3 Nf6 5. Nc4 e6 6. Bf4 Bd6 7. Bg3 Bxg3 8. hxg3 Nc6 9. Qe2 Bd7 10. Nf3 Qe7 11. O-O",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,5,10,False,False,True,0,5,11,10,False,False,False,True,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),11,50.47580146789551,11,5,1817.2433069043868
1766500449-8336,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 exd4 5. Nxd4 Nf6 6. Nc3 d6 7. O-O Nxd4 8. Qxd4 O-O 9. Bg5 c6 10. Rad1 Qa5 11. Bd2 Qe5 12. Qxe5 dxe5 13. Bg5 h6 14. Bh4 Bc5 15. Bxf6 gxf6 16. Rd3 h5 17. Rg3+ Kh7 18. Rd1 Bd4 19. Ne2 Bc5 20. Rdd3 h4 21. Rgf3 b5 22. Bb3 Bg4 23. Rxf6 Be7 24. Rxc6 Bxe2 25. Rd7 Bg5 26. Rxf7+ Kh8 27. Rg6 Rxf7 28. Bxf7 Bc1 29. b3 Rf8 30. Bd5 Be3 31. fxe3 Rf1#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,31,False,False,False,0,0,31,31,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,32,177.68314003944397,31,0,1812.6105578844608
1766500789-4766,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. c4 e5 2. a3 Nf6 3. Nc3 Bc5 4. b4 Bd4 5. Nf3 Bxc3 6. dxc3 d6 7. g3 O-O 8. Bg2 Bg4 9. h3 Bxf3 10. exf3 Nc6 11. Qb3 Re8 12. Ra2 e4 13. O-O exf3 14. Bxf3 Ne5 15. Bxb7 Rb8 16. Bg2 Nd3 17. Be3 Ne4 18. Qc2 Ndxf2 19. Bxf2 Nxf2 20. Kxf2 Qf6+ 21. Kg1 Qg5 22. Kh2 Re3 23. Qf2 Rf8 24. b5 Rxc3 25. h4 Qg4 26. Bd5 Qh5 27. Qf4 Rc2+ 28. Rxc2 Qg6 29. Rcf2 h6 30. Qf3 Kh7 31. Be4 f5 32. Bxf5 Rxf5 33. Qxf5 Qxf5 34. Rxf5 Kg6 35. Kh3 Kh7 36. Rb1 Kg6 37. Rf4 Kh7 38. Rbf1 Kg6 39. Rf5 Kh7 40. h5 Kg8 41. Kg4 Kh7 42. Rf7 Kg8 43. R7f5 Kh7 44. Kh3 Kg8 45. Re1 Kh7 46. Rf8 g6 47. Re7#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,47,False,False,False,0,0,47,47,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),47,339.37035512924194,47,0,1808.098153720585
1766500915-3396,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. Ng5 d5 6. exd5 b5 7. Bxb5 Qxd5 8. Bxc6+ Qxc6 9. O-O Bg4 10. Qe1 O-O 11. Qxe5 Rfe8 12. Qg3 h6 13. Ne4 Be2 14. Re1 Rxe4 15. dxe4 Nxe4 16. Qf4 Bxf2+ 17. Kh1 Bxe1 18. Nc3 Bxc3 19. bxc3 g5 20. Qe3 Ba6 21. Bb2 Rb8 22. Rb1 Qc4 23. Qxa7 Rxb2 24. Rxb2 Qf1+ 25. Qg1 Nf2#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,25,False,False,False,0,0,25,25,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,26,126.76110315322876,25,0,1803.6999999999998
1766501173-6341,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. e3 Be7 5. Nf3 O-O 6. cxd5 exd5 7. a3 c6 8. h3 Bf5 9. g4 Bg6 10. Ne5 Nbd7 11. Nxg6 fxg6 12. Bg2 Nb6 13. Qb3 Nc4 14. Qd1 Nd6 15. f3 Nd7 16. f4 Bh4+ 17. Kf1 Nf6 18. Ke2 Nfe4 19. Bxe4 Nxe4 20. Nxe4 dxe4 21. a4 Qd5 22. Ra3 Rad8 23. Rc3 Rf7 24. Qc2 Rdf8 25. Bd2 g5 26. Rc5 Qd6 27. f5 Qg3 28. Qxe4 Qf2+ 29. Kd3 Rd7 30. Qe6+ Rdf7 31. Bc3 Qg2 32. Qe4 Qg3 33. a5 Rd7 34. Kc2 Qf2+ 35. Kb1 Rfd8 36. d5 cxd5 37. Qe6+ Kh8 38. Qxd7 Qxe3 39. Qxg7#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,39,False,False,False,0,0,39,39,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),39,257.9177072048187,39,0,1799.4104538432905
1766501413-2454,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 h6 5. O-O Nf6 6. Nc3 a6 7. Nd5 b5 8. Nxf6+ Qxf6 9. Bd5 Rb8 10. Bxc6 dxc6 11. c3 Bb6 12. d4 Bg4 13. dxe5 Qe7 14. Bf4 Bh5 15. Qd3 Rd8 16. Qe2 Qe6 17. Rad1 Rxd1 18. Rxd1 Qxa2 19. h3 a5 20. g4 Bg6 21. Nh4 Qb3 22. Nxg6 fxg6 23. Qd2 O-O 24. Be3 b4 25. Bxb6 cxb6 26. cxb4 b5 27. bxa5 Kh7 28. a6 Qxh3 29. Qd6 Qxg4+ 30. Kf1 Qh3+ 31. Ke2 Qf3+ 32. Kd2 Qxf2+ 33. Kc1 Qe3+ 34. Kb1 Qxe4+ 35. Ka1 Qa4+ 36. Kb1 Qe4+ 37. Ka1 Ra8 38. Qd7 Rxa6#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,38,False,False,False,0,0,38,38,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,39,239.93111729621887,38,0,1795.2242803720246
1766501946-2754,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Bg5 Be7 5. cxd5 exd5 6. e3 O-O 7. Bd3 h6 8. Bf4 Nc6 9. Nc3 Bg4 10. h3 Bh5 11. Rc1 Bb4 12. Be2 Ne4 13. O-O Bxc3 14. bxc3 Ne7 15. c4 c6 16. c5 Ng6 17. Ne5 Bxe2 18. Qxe2 Nxf4 19. exf4 Qf6 20. Qg4 Rad8 21. Rb1 Nd2 22. Rxb7 Nxf1 23. Qe2 Qxf4 24. Qc2 Qxd4 25. Nxc6 Qa1 26. Rb1 Ne3+ 27. Qd3 Qxa2 28. Nxd8 Qxb1+ 29. Qxb1 Rxd8 30. fxe3 d4 31. c6 d3 32. c7 Rc8 33. Kf1 Rxc7 34. Qb8+ Kh7 35. Qxc7 d2 36. Qd6 d1=Q+ 37. Qxd1 a5 38. Qd7 a4 39. Qxf7 a3 40. Ke1 a2 41. Qxa2 Kg6 42. Qa6+ Kh7 43. Qa8 Kg6 44. Qe8+ Kh7 45. Qd7 Kg6 46. Qc6+ Kh7 47. Qb5 Kg6 48. Qe8+ Kh7 49. Qe6 Kh8 50. Qc8+ Kh7 51. Qe6 Kh8 52. Qd5 Kh7 53. Qe6 Kh8 54. Qe8+ Kh7 55. Qe4+ Kh8 56. Qe8+ Kh7 57. Ke2",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,6,55,False,False,True,0,6,57,55,False,False,False,True,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),57,532.6893248558044,57,6,1791.1366142993502
1766502214-4441,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Be2 Bc5 9. O-O h6 10. Nf3 Qc7 11. d3 O-O 12. Nc3 Bf5 13. Nh4 Bh7 14. Bf3 g5 15. Ne4 Nxe4 16. Bxe4 f5 17. Bf3 Rad8 18. g3 e4 19. Bg2 Qf7 20. Be3 Nb7 21. Bxc5 Nxc5 22. d4 Ne6 23. c3 gxh4 24. Qb3 Kh8 25. Rae1 Qg6 26. Qb7 h3 27. Bxh3 f4 28. Qxc6 Nxd4 29. Qxg6 Nf3+ 30. Kh1 Bxg6 31. Rd1 e3 32. fxe3 Rxd1 33. Rxd1 fxe3 34. Bg2 e2 35. Rc1 Bh5 36. h3 Rd8 37. g4 Rd1+ 38. Rxd1 exd1=Q+ 39. Bf1 Qxf1#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,39,False,False,False,0,0,39,39,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,40,268.23431754112244,39,0,1787.1429259367098
1766502656-2168,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. e3 e5 2. h4 d5 3. c4 d4 4. exd4 exd4 5. g3 Nf6 6. d3 Bg4 7. Qb3 b6 8. Bg5 Be7 9. Bxf6 Bxf6 10. Bg2 c6 11. Kf1 O-O 12. Qc2 Re8 13. Bf3 Bxf3 14. Nxf3 c5 15. Nbd2 Nc6 16. a3 Ne5 17. Re1 Nxf3 18. Rxe8+ Qxe8 19. Nxf3 Qc6 20. Qd1 Re8 21. Kg1 h6 22. Kh2 g5 23. Nd2 gxh4 24. Ne4 hxg3+ 25. fxg3 Bg7 26. Qf3 Qg6 27. Rf1 Re7 28. g4 Be5+ 29. Kh1 Qg7 30. Qh3 Qg6 31. Qh4 Re6 32. b4 cxb4 33. Qd8+ Kg7 34. axb4 Qxg4 35. Rg1 Qxg1+ 36. Kxg1 Rg6+ 37. Kf1 Rg4 38. Qd5 f6 39. Ke2 Rg2+ 40. Kf3 Rg1 41. c5 bxc5 42. Qd7+ Kg6 43. Kf2 Rb1 44. bxc5 Rb2+ 45. Kf3 Rb3 46. Qg4+ Kf7 47. Nd6+ Bxd6 48. cxd6 Rxd3+ 49. Kf4 Re3 50. Qd7+ Kg6 51. Qf5+ Kf7 52. Qc8 Re8 53. Qd7+ Kf8 54. Kf5 d3 55. Kxf6 d2 56. Qg7#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,56,False,False,False,0,0,56,56,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),56,442.30678272247314,56,0,1783.2389910210472
1766502850-8501,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 a6 6. Nd6+ Bxd6 7. Qxd6 Qe7 8. Qd1 h6 9. Nc3 Qd8 10. Bc4 Nf6 11. O-O d6 12. f4 b5 13. Bd5 Qc7 14. fxe5 Qa7+ 15. Kh1 Nxd5 16. exd5 Nxe5 17. Bf4 O-O 18. Bxe5 dxe5 19. d6 Be6 20. Ne4 f5 21. Ng3 Rac8 22. c3 f4 23. Ne4 Qa8 24. Qe2 Bd5 25. Rae1 Qc6 26. Nd2 e4 27. Nxe4 Rce8 28. Qg4 h5 29. Qxh5 Bxe4 30. Rf2 Bxg2+ 31. Rxg2 Rxe1#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,31,False,False,False,0,0,31,31,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,32,193.0058035850525,31,0,1779.420863858555
1766503351-3609,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. d4 d5 2. e3 Nf6 3. c4 e6 4. Qc2 Bb4+ 5. Nd2 O-O 6. Bd3 c5 7. a3 Bxd2+ 8. Bxd2 cxd4 9. Nf3 dxe3 10. Bxe3 dxc4 11. Qxc4 Nc6 12. O-O Qd5 13. Qb5 Qxb5 14. Bxb5 Bd7 15. Rfc1 a6 16. Bd3 Rac8 17. Nd2 Ne5 18. Bf1 Bc6 19. f3 Rfd8 20. Nb3 Nd5 21. Bd4 Ng6 22. Rc5 Ndf4 23. Rc4 Bb5 24. Rxc8 Rxc8 25. Rd1 Bxf1 26. Kxf1 Nd5 27. Nc5 b6 28. Nd3 Rc2 29. Nb4 Nxb4 30. axb4 Rc6 31. Bc3 Kf8 32. Rd8+ Ke7 33. Rb8 Nf4 34. g3 Nd5 35. b5 axb5 36. Bxg7 Rc2 37. b3 Rxh2 38. Rb7+ Ke8 39. Kg1 Rb2 40. Bxb2 Ne3 41. Rxb6 Nd1 42. Rb8+ Ke7 43. Bd4 Kd6 44. Bf6 Kd5 45. g4 Ne3 46. Rxb5+ Kc6 47. Re5 Nd5 48. g5 Nf4 49. Re3 Nh3+ 50. Kg2 Nf4+ 51. Kg1 Nh3+ 52. Kh1 Nf4 53. Rc3+ Kd5 54. Rc1 Ne2 55. Rc8 Ng3+ 56. Kg2 Nf5 57. b4 Ne3+ 58. Kf2 Nd1+ 59. Ke2 Nb2 60. g6 Nc4 61. g7 Nd6 62. Rc5#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,62,False,False,False,0,0,62,62,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),62,501.6832597255707,62,0,1775.6848533568977
1766503575-8668,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c5 2. Nf3 d6 3. d4 Bd7 4. dxc5 Qa5+ 5. Nc3 Nc6 6. cxd6 Rc8 7. dxe7 Bxe7 8. Bd2 Qd8 9. Bd3 Nf6 10. O-O Bd6 11. Re1 Ne5 12. Nxe5 Bxe5 13. f4 Ng4 14. fxe5 Qb6+ 15. Be3 Nxe3 16. Qe2 Nxc2+ 17. Kh1 Nxe1 18. Rxe1 Qd8 19. Nd5 O-O 20. Qh5 Kh8 21. e6 fxe6 22. Nf4 Rxf4 23. e5 Qh4 24. Qxh4 Rxh4 25. g3 Rd4 26. Be4 Rb4 27. b3 h5 28. Bg6 Rd4 29. Bxh5 Bc6+ 30. Kg1 g6 31. Bxg6 Rd2 32. Be4 Bxe4 33. Rxe4 Rc1+ 34. Re1 Rxe1#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,34,False,False,False,0,0,34,34,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,35,223.69651556015015,34,0,1772.0275015809498
1766504389-7424,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. c3 e5 2. c4 Nf6 3. e3 d5 4. cxd5 Nxd5 5. Nc3 Nc6 6. d3 Be6 7. Nf3 Be7 8. e4 Nb6 9. h3 O-O 10. Be2 f6 11. Be3 Qd7 12. Nd2 Rad8 13. a3 Nd4 14. Rc1 c5 15. Bh5 g6 16. Bg4 f5 17. exf5 gxf5 18. Bh5 Kh8 19. Bxd4 exd4 20. Ne2 Rg8 21. Bf3 Bd5 22. Ng3 Bg5 23. Bxd5 Nxd5 24. Kf1 Nf4 25. h4 Bh6 26. Qb3 b6 27. Nf3 Qd5 28. Qxd5 Rxd5 29. Ne1 Re8 30. Rd1 Rde5 31. a4 Rxe1+ 32. Rxe1 Rxe1+ 33. Kxe1 Nxd3+ 34. Kf1 Nxb2 35. h5 Nxa4 36. Rh4 f4 37. Nf5 Bg5 38. Rh1 Nc3 39. Nd6 Kg7 40. Ke1 Kf6 41. f3 Ke6 42. Nc4 Kd5 43. Na3 b5 44. Nxb5 Nxb5 45. h6 c4 46. Rh5 Kc5 47. Kd2 c3+ 48. Kd3 Nd6 49. Rxg5+ Kb4 50. Rg7 Nf5 51. Rb7+ Kc5 52. Rxh7 Ne3 53. Rxa7 Nxg2 54. Ra1 Nh4 55. h7 Ng6 56. Ra5+ Kb4 57. Rg5 Nh8 58. Rf5 Kb3 59. Rf8 Ng6 60. Rb8+ Ka2 61. Kc2 d3+ 62. Kxd3 Ka3 63. Kc2 Ka4 64. Rb7 Ka5 65. Kd3 Ka6 66. Rb3 Ka5 67. Rb8 Ka6 68. Kxc3 Ka7 69. Re8 Kb7 70. Re6 Nh8 71. Re8 Ng6 72. Kc4 Kc7 73. Kc3 Kd7 74. Rb8 Kc7 75. Rg8 Ne7 76. Rg5 Nc6 77. h8=Q Kb6 78. Rg4 Na5 79. Qd8+ Kb5 80. Qd6 Nc6 81. Rg6 Na5 82. Qb4#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,82,False,False,False,0,0,82,82,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),82,813.7586779594421,82,0,1768.4455645197793
1766504542-6343,"[White ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]
[Black ""Stockfish level 5""]

1. e4 c6 2. d4 e6 3. Nf3 d5 4. e5 h6 5. Bd3 Bd7 6. O-O c5 7. c3 a6 8. Be3 Qc7 9. Nbd2 c4 10. Bc2 Nc6 11. b3 Na5 12. bxc4 Nxc4 13. Nxc4 Qxc4 14. Bd2 Ne7 15. Bb3 Qb5 16. Rb1 Nc8 17. Bxd5 Qxd5 18. Qb3 Qxb3 19. Rxb3 b5 20. Rfb1 Rg8 21. c4 Ne7 22. cxb5 axb5 23. a3 Nd5 24. Rxb5 Bxb5 25. Rxb5 Be7 26. Bb4 Bxb4 27. axb4 Ra1+ 28. Ne1 Rxe1#",0-1,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),Stockfish level 5,,2.0,0.0,1.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,28,False,False,False,0,0,28,28,False,False,False,False,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer) vs. Stockfish level 5,29,153.54518747329712,28,0,1764.9359947967773
1766504596-6730,"[White ""Stockfish level 5""]
[Black ""ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer)""]

1. c4 e5 2. g3 Nf6 3. d3 d5 4. Nf3 dxc4 5. Qa4+ Bd7 6. Qxc4 Nc6 7. Bg2 Be6 8. Qb5 Rb8 9. Nxe5 a6 10. Qa4 b5 11. Bxc6+ Bd7 12. Qb3 Bxc6 13. Qxf7#",1-0,Stockfish level 5,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),2.0,,1.0,0.0,ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),0.0,0,13,False,False,False,0,0,13,13,False,False,False,False,Stockfish level 5 vs. ChessGPT (lichess_200k_bins_16layers_ckpt_with_optimizer),13,53.41349792480469,13,0,1761.4959260920102
